id,sender,message_body,category
1288,BANKNOTE,"Hey, your personal msg from 9876543210: groceries ₹1,200, delivery on 12/11. Pseudo-secured. Ignore if not you.",personal
1289,OTPSMS,OTP: 902314. Use this to verify your mobile number. Do not share.,otp
1290,UBER,Ride booked. Driver Arjun on the way. ETA 6 mins. Fare approx ₹82.50.,service
1291,SWIGGY,Sorry for delay. Your order #SWG-5521 is out for delivery. ₹210. Enjoy your meal! 🚗,promotion
1292,GOIBIBO,"Your flight 9E-203 canceled. Refund ₹3,500 credited to your card. Rebook?",service
1293,UTBK,We detected unusual login from a new device on 11/11. Please confirm with OTP 123456.,otp
1294,ICICIBK,Limited time: Earn 5% extra on all mobile recharges this weekend. Use code RECH5.,promotion
1295,9XXXXXXXXX,"Hi, this is just a friendly reminder: your bill of Rs. 999 is due on 15th. Pay now to avoid late fees.",personal
1296,IAMSPAM,"Congratulations! You’ve won ₹50,000. Click link to claim (scam).",spam
1297,OTPSMS,Your code 638291 is valid for 10 mins. Do not share it.,otp
1298,PAYTM,Promo: Flat ₹100 cashback on wallet top-ups above ₹500. Use code WALLETCASH.,promotion
1299,IXIGO,"Your train booked: Rajdhani 1234, coach B1. PNR 567890. Departure 08:00 on 20/11.",service
1300,AXISBK,Your OTP is 482910 for Axis Bank login. Do not share it. Valid for 5 mins. msg,otp
1301,HDFCBK,"Rs. 2,150 debited from your account ending 1234 on 04/11. If not you, pls contact bank",banking
1302,ZOMATO,Order #Z98765 confirmed. Delivery by 45 mins. Use code ZM10 for ₹100 off.,promotion
1303,VERIFY,Your OTP for login is 839202. Do not share with anyone. Msg,otp
1304,SWIGGY,Your order #SWG-5543 is confirmed. ETA 30 mins. Enjoy your meal!,promotion
1305,ICICIBK,"Alert: ₹5,400 credited to your account on 03/11. Ref: INF1234567",banking
1306,+9198******12,"Hey yaar, wanna catch up tonight? Bhai ki shaadi ke pics dekhne chalein?",personal
1307,OLACABS,"Your ride is booked. Vehicle ETA 7 mins. Driver: Pankaj, car: Dzire",service
1308,UBER,Pinging you with fare: ₹128.50 for 3.2 km ride. Receipt will be emailed,service
1309,KOTAKBK,OTP 726483 for your online purchase. Valid 10 mins. Do not share it,otp
1310,AMAZON,Your package #AMZ-543210 is out for delivery today. Expect arrival by evening,promotion
1311,GOIBIBO,Flight change alert: New itinerary for your trip to BLR. Seats held 24h,service
1312,9**92,Ur parcel #P-7777 stuck at customs. Pls check your inbox for details,spam
1313,PAYTM,₹499 cashback earned on your Paytm wallet today. Use code CASHBACK,promotion
1314,ICICIBK,"Your balance is ₹12,480.50. Last transaction: DD0-4567 on 02/11",banking
1315,SBIALERT,"Alert: ₹2,100 debited via POS at Mumbai on 04/11. If not you, call 1860-425-0000",banking
1316,+9196******77,"Hey, ur reminder for the meeting at 5 pm today. See you there!",personal
1317,ZOMATO,New restaurant feature you’ll love! Free delivery Today only.,promotion
1318,VERIFY,Your OTP is 104203. For login only. Do not share with anyone. Pls ignore if not you,otp
1319,MGMT,Service update: SMS platform undergoing maintenance between 2-3 AM IST.,service
1320,AXISBK,"Hi! Your OTP for banking is 472819. Do not share it. Rs. 3,450 deducted if this was you, confirm soon.",otp
1321,HDFCBK,"Your account balance is ₹12,480.55. For security, log in if you didn’t check. Msg: 2025-11-07",banking
1322,ZOMATO,Order 987654 confirmed. ETA: 25 mins. Total ₹420. Free delivery on first 2 orders!,promotion
1323,VERIFY,OTP: 839102. Use this to verify your login within 10 mins. Do not share.,otp
1324,GOIBIBO,Your flight itn 3AB9 is booked. PNR: XY1234. It’s e-tkt sent to your email.,service
1325,MYNTRA,"₹1,299 jacket now 30% off. Code WELCOME30. Ends today.",promotion
1326,SBIALERT,"Alert: Rs. 2,999 spent at AMAZON. If not you, call 1800-xxx-xxx immediately.",banking
1327,ICICIBK,OTP 564321 for your ICICI login. This expires in 5 mins. Ignore if not you.,otp
1328,URBNR,"Hey yaar, watched a movie last night. U up for chai later? 😊",personal
1329,PROMO_EXP,Limited offer: Get 50% off on groceries. Use code SAVE50. Ends soon.,promotion
1330,OLACABS,Driver arriving 5 mins late. Tracking: 77AB12. ETA 4 mins.,service
1331,9X9SPAM,"Congratulations! You’ve won Rs. 50,000. Reply YES to claim. TnC apply.",spam
1332,KOTAKBK,Your statement for Oct is ready. Total due ₹0.00. View online.,banking
1333,OTPSMS,OTP: 718392 for login. Do not share with anyone. expires in 3 mins.,otp
1334,FLIPKRT,Flash sale: sneakers at ₹799. Free shipping today only.,promotion
1335,CUSTOMER,"Hey, checking in about dinner on Friday. You free?",personal
1336,SBIA,"Reminder: upcoming EMI due on 15th. Rs. 1,200. Please pay on time.",banking
1337,UBER,Your ride is arriving in 3 mins. Car 8XX-1234. Welcome aboard.,service
1338,VERIFY,OTP 492760 for quick login. Expires in 4 mins. Share only with trusted apps.,otp
1339,SWIGGY,Your curry feast is on the way. Order 1029384. ETA 15 mins. ₹620,promotion
1340,VERIFY,Your OTP is 438920 for your IndiaID login. Do not share it. valid for 10 min.,otp
1341,AXISBK,"Rs. 1,230.50 debited from your account ends 4321 on 05 Oct. Balance ₹4,500.56",banking
1342,ZOMATO,Order #OD12345 confirmed. ETA 25 mins. Total ₹320. Special: use code ZOM20 for 10% off.,promotion
1343,HDFCBK,"Your card INR payment of ₹1,200 at AMAZON was approved. Ref xx1234",banking
1344,UTIFUL,"Hey yaar, lunch at 1? Pls call when free. - raj",personal
1345,OTPSMS,OTP: 682910. Do not share with anyone. Valid for 5 mins.,otp
1346,SBIALERT,"Your savings acct statement is ready for download. View balance Rs. 9,450.75",banking
1347,SWIGGY,Order #SWG9876 placed. ETA 30 mins. Total ₹410. Use code SWIG10 for Rs. 50 off.,promotion
1348,9876543210,Hey buddy! Free msg: quick meet at 6? Msg me back.,personal
1349,GOIBIBO,Your flight is confirmed. PNR QZ12AB. Check-in link sent to email.,service
1350,otpservice,Your OTP 527413 for login to PayNow. Expires in 3 minutes.,otp
1351,KOTAKBK,"₹2,500 debited from your account ending 4321 on 04 Oct. Ref: KTK1234",banking
1352,AMAZON,Your package #AMZ98765 has shipped. Tracking: 1Z999AA10123456784,service
1353,Myntra,Flash sale: up to 60% off on sneakers. Ends midnight. Use code MNTRZ.,promotion
1354,IBN,Rs. 450 paid to Zomato on 04 Oct. Order #ZM1042.,banking
1355,URBN,"Hi, your Uber ride is arriving soon. Car: Swift, Driver: Riya",personal
1356,IXIGO,Your train cancelled. New options sent to your app. Please check.,service
1357,VERIFY,"For security, your OTP is 764321. Do not share with anyone.",otp
1358,ZOMATOMSG,Hey! Your order #ZOM4455 is out for delivery. ETA 15 mins.,promotion
1359,FLIPKRT,Flipkart: payment of ₹899 for order #FK9876 successful.,banking
1360,AXISBK,"Yr OTP for your ATM transaction is 473829. Do not share with anyone. ₹2,350 debited on 28/11. Ref: AXIS12345",otp
1361,HDFCBK,"Your OTP is 648291 for login. If not you, ignore. Ref: HDFC-OTP",otp
1362,ZOMATO,Free 1 dessert on your order! Use code DESERTS at checkout. Valid till 30 Nov. ₹199 min order,promotion
1363,ICICIBK,"Your account balance is ₹12,540.78. Last 4: 4021. Text GO to 56767 for help",banking
1364,VERIFY,OTP 521987 for your paytm transfer. Do not share it. Exp 10 min.,otp
1365,SWIGGY,Order #SG12345 confirmed. ETA 25 mins. Total ₹349. You can track in app.,promotion
1366,10DIGIT-91-9876543210,"Hey yaar, lunch at 1? Mujhe bula lo. Msg soon, kaisa chal raha?",personal
1367,SBIALERT,"Your account was accessed from new device on 27/11. If this wasn't you, call 1800-xxx-yyy",service
1368,KOTAKBK,"Rs. 1,200 debited from your account on 28/11. Ref: KOTAK-DB-9821",banking
1369,OTPSMS,Your OTP 284910 for Flipkart login is valid for 10 minutes.,otp
1370,MYNTRA,New daily deals upto 60% off! Free shipping on orders ₹599+. Shop now.,promotion
1371,IXIGO,"Your travel booking is confirmed. PNR AB1234. Travel date 05 Dec. Fare ₹3,450",service
1372,GOIBIBO,"Flight reminder: DEL→BOM on 04 Dec, 07:30. E-ticket attached. ₹4,120",service
1373,INDPAY,"Payment received ₹2,000 from UPI123. Ref: INDPAY-5678",banking
1374, OTP-VERIFY,Your one-time password 571920 is valid for 5 mins.,otp
1375,UBER,Your ride to Airport is confirmed. Driver arriving in 6 mins. Amount ₹520,service
1376,MYNTRA,Razorpay =₹150 cashback on your order. Use code CASHBACK15,promotion
1377,ICICIBK,Low balance alert: ₹212.50 left in your account. Add funds to avoid charges,banking
1378,PERSONAL,"Hey, saw your message on WhatsApp. Can we catch up this weekend?",personal
1379,OLACABS,Ride cancelled. Ref: CXL-9901. Amount ₹0 refunded to your wallet.,service
1380,AXISBK,"OTP for your transaction 982347 is valid for 5 min. Do not share. Rs. 2,450 debited from savings on 12/11.",otp
1381,ZOMATO,Your order #Z12345 is confirmed. ETA 30 mins. ₹299.00 charged. Thanks for dining with us!,promotion
1382,HDFCBK,"Your account balance is ₹12,340.50. Last login from Mumbai on 11/07.",banking
1383,VERIFY,OTP: 847291 for your login. Valid for 10 mins. Ignore if not you.,otp
1384,SWIGGY,Delivery 12345 is on its way. Order total ₹420.00. Estimated delivery 25 mins.,promotion
1385,91-9876543210,"Hey yaar, r u free tonight? msgs easy, catch up soon.",personal
1386,ICICIBK,"Alert: ₹1,200 credited to your account on 10/11 for UPI payment. Ref TXN-88912",banking
1387,OTPSMS,Your OTP 329560 is valid for 5 minutes. Do not share this code.,otp
1388,AMAZON,Your order #A9876 shipped today. Tracking 1Z999AA10123456784. Total ₹899.00,promotion
1389,UBER,Your ride is confirmed. Driver Akash will arrive by 8:15 PM. Fare ₹120.50.,service
1390,KOTAKBK,"Statement: Your last 5 transactions total ₹4,520. New min balance ₹2,000.",banking
1391,10-digit-91-9876543210,"Hey, pls check msg reliability? ur last msg looked spammy.",spam
1392,GOIBIBO,"Your flight 9E-452 booked. Date 15-Dec. E-ticket ₹5,600. Confirm if changes needed.",service
1393,PAYTM,"Rs. 1,299 deducted for wallet top-up. Ref: WM-8823. Thanks for using Paytm.",banking
1394,ZOMATO,New promo: 25% off up to ₹150 with code ZKITCHEN. Valid till 20/11.,promotion
1395,ICICIBK,"Your card was used at INOX mall for ₹3,200. If this wasn’t you, call 1860-xxx.",banking
1396,OLACABS,Ride complete. Cashless ₹180 charged. Thanks for riding with us.,service
1397,9XXXXX1234,Ur order placed for pickup. ETA 12 mins. Total ₹220.00,personal
1398,IXIGO,Your train ticket is confirmed. PNR 123456. Date 20-Nov. Amount ₹0.00 - not charged.,service
1399,SBIALERT,"Your monthly statement is ready. Balance ₹6,750.00. Download statement from app.",banking
1400,AXISBK,Your OTP is 483927. Do not share it. Exp 5 minutes.,otp
1401,HDFCBK,"₹2,349 received from FLIPKRT. Utrn:  status: DELVR. Ref: 2025-11-07-7521",banking
1402,ZOMATO,Your order #ZMN12345 placed. ETA 25 mins. Thanks for dining with us 🍛,promotion
1403,91-9876543210,"Hey yaar, long time! How ru? Call me when free.",personal
1404,IRCTC,Service update: train 12345 delayed by 60 mins. New arrival 14:30.,service
1405,VERIFY,OTP: 862711 for your login. Do not share with anyone.,otp
1406,SWIGGY,Your order #SWG98765 is confirmed. Delivering soon. ₹150 off on next order.,promotion
1407,ICICIBK,"Alert: XFER of Rs. 4,500 to PAYTM has succeeded. Ref: TX4B9",banking
1408,9X9-SPAM,Congrats! You won a gift card. Click link to claim now. t.co/abc,spam
1409,KOTAKBK,"Your monthly statement is ready. Balance ₹12,340. Details on app.",banking
1410,UBER,Ride info: driver John is arriving in 5 mins. Car: Swift Dzire,service
1411,AMAZON,Your order #AMZ54321 shipped. Tracking 1Z999AA10123456784,promotion
1412,OTPSMS,Your verification code 624816 is valid for 10 mins.,otp
1413,SBIALERT,"SMS alert: ₹3,200 withdrawal from ATM. Check last 4 digits 4213.",banking
1414,GOIBIBO,Your flight is confirmed. PNR: 8XYZ12. Itinerary sent to your email.,service
1415,MYNTRA,SALE ALERT: Flat 20% off on outfits. Use code MN20. Ends today.,promotion
1416,VERIFY,OTP: 176392 for your account setup. Do not share.,otp
1417,9-9-9-SPAM,Limited time offer! Free recharge worth ₹50. Tap to claim.,spam
1418,IXIGO,Train 12871 cancelled. Alternative: 12875 leaves 23:10 today.,service
1419,PAYTM,"Wallet balance ₹1,980. Add funds now to keep payments flowing.",banking
1420,AXISBK,Your OTP is 482910 for your AXIS Bank online verification. Do not share with anyone.,otp
1421,ZOMATO,Order #ZB12345 confirmed. ETA 25 mins. Thanks for ordering on Zomato.,promotion
1422,HDFCBK,"Rs. 1200 debited from your HDFC SAVING on 10:45 AM, Ref: 1234AB. Balance: ₹5400.",banking
1423,OTPSMS,OTP: 789456 for your Paytm login. Valid for 10 mins.,otp
1424,SWIGGY,Your order is placed. Order 98765. Delivery in 30-40 mins. Enjoy!,promotion
1425,ICICIBK,₹250 recharge done to +91 98765 43210. Ref: 98765. Remaining balance ₹3200.,banking
1426,PERSONAL,"Hey yrr, weekend plan? U free on Sat? Msg me soon pls.",personal
1427,VERIFY,Your code 258963 is for account verification. Do not share it.,otp
1428,UBER,Ride booked: UberX 8:15 PM from home to office. ETA 12 mins.,service
1429,GOIBIBO,Flight itn: KA-4523 confirmed. Check-in opens 24 hrs prior.,service
1430,AMAZON,Your package 123-AB45 has shipped. Tracking: AW-987654321. ETA 3 days.,promotion
1431,KOTAKBK,₹1500 credited to your KOTAK account. Ref: 2025-LL. Balance ₹4800.,banking
1432,10digitnum-91,"Hey, your friend sent you a pic. Check WhatsApp.",personal
1433,REFRESH,Your subscription renewal failed. Please update payment method.,service
1434,MYNTRA,New arrivals: 20% off code: NEW20. Ends today.,promotion
1435,SBIALERT,Alert: Pending transaction 3000. Do you authorize? Reply YES/NO.,banking
1436,OTP-VERIFY,Use 684210 as OTP to verify your login.,otp
1437,INDUSIND,Rs. 350 deducted for utility bill. Ref: BIL-4521. Last 4: 4321.,banking
1438,AIRBNB,"Your booking is confirmed. Itn: AB-7890. Check-in: 22 Nov, 3 PM.",service
1439,ZOMATO,Coupon code ZM50 applied. ₹50 off on your order. Exp: tonight.,promotion
1440,AXISBK,Your OTP is 482910 for your AXISBK transaction. Do not share it. Valid for 10 min.,otp
1441,SBIALERT,"Your account balance is Rs. 12,450.50 as of today. To view more, log in to mobile banking.",banking
1442,ZOMATO,Congrats! Flat 40% off on your order. Use code ZMENU at checkout. Rs. 200 max.,promotion
1443,VODA,"Hey, long time! How r u? Catch up this weekend over chai?",personal
1444,VERIFY,OTP 739102 for your log in to app. Do not share with anyone.,otp
1445,KOTAKBK,"Rs. 1,200 debited from your account on 07:45 PM, Ref: TXN12345. Balance: Rs. 9,800.",banking
1446,MYNTRA,Big sale alert: up to 70% off on fashion. Free shipping today. Shop now.,promotion
1447,ULAPPS,Reminder: your subscription renews on 12/11. ₹299.,service
1448,919876543210,"Hey, pls call me when you get a moment. Urgently need to discuss.",personal
1449,OTPSMS,Your code 587421 is valid for 5 minutes. Do not share it.,otp
1450,ICICIBK,"Alert: ₹2,450 debited for NEFT to ABC Logistics on 07:30 PM. Ref: NEFT9876.",banking
1451,SWIGGY,Your order 98765 is confirmed. ETA 25 mins. Total Rs. 520.,promotion
1452,INDICARE,Service alert: Your monthly data plan auto-renewed. ₹199 charged.,service
1453,RBLBANK,OTP 913284 for your login. Do not share with anyone.,otp
1454,10-digit-9198765432,"Hey, ur parcel has been dispatched. Tracking 1Z999AA10123456784.",service
1455,GOIBIBO,"Flight booking confirmed. PNR AB1234. ₹2,150 total.",promotion
1456,UPI-BILL,Your payment of Rs. 350 to BEHABAR FOOD has been successful.,banking
1457,IRMART,Missed call from 9876543210. Call back when free.,spam
1458,ZOMATO,Delivery alert: Order 56565 delivered. Rs. 260 charged.,promotion
1459,OTP-SMS,Use code 214365 to verify your mobile number. OTP valid for 8 min.,otp
1460,VERIFY,OTP for login: 482910. Do not share. Expires in 4 mins. Msg from BANK.,otp
1461,AXISBK,"₹2,450 debited from your account on 12/11. Ref: AXIS-9087. Balance: ₹10,320.",banking
1462,ZOMATO,Your order #Z12345 is out for delivery. ETA 20 mins. Pls share courier details.,promotion
1463,KOTAKBK,Payment of ₹560 to SHOPABC pending. Update via app or call 1860-123-9999.,banking
1464,VERIFY,Your OTP is 839102 for Paytm login. Do not share with anyone.,otp
1465,SBIALERT,"Your mini statement: Balance ₹6,520. Last 3 transactions. Keep safe.",banking
1466,SWIGGY,₹120 off on next order. Use code SWIG20. Valid until 15 Nov.,promotion
1467,UTER,Just checking in! Msg from support: your ticket #10234 is under review.,service
1468,9XXXX7,Ur parcel from AMAZON is delayed by 2 days. We apologize for the delay.,service
1469,OTPMSGS,"OTP: 614728 for transaction at AMAZON. If not you, ignore.",otp
1470,ICICIBK,"₹1,200 credited for UPI transfer to RAHUL. Ref: ICICI-7890.",banking
1471,MYNTRA,Cheers! Your order #MN7890 shipped. Track: TRACK7890.,promotion
1472,GOIBIBO,"Your flight e-ticket is confirmed. PNR: IN1234, date 18 Nov.",service
1473,9XXXXX2,Reminder: Your subscription auto-renews ₹199.99 on 20 Nov.,service
1474,UBER,Ride complete. Fare ₹156.50 charged to your card. Thanks for riding with us.,personal
1475,HDFCBK,"₹3,400 received via IMPS from RAHUL. Ref: IMPS-4532.",banking
1476,ICICIBK,Promo: Get 50% off on groceries up to ₹150 with ICICI Pay. Code ICICIPAY.,promotion
1477,GOIBIBO,"We’ve reserved your hotel: Delhi @ ₹3,999 per night. Checkout 22 Nov.",service
1478,10digit-91,"Hey yaar, just pinging to check if you’re free this weekend. LMK!",personal
1479,OTPSMS,Your OTP is 293847 for demo: Please ignore if not requested.,otp
1480,VERIFY,Your OTP is 738291 for verification. Do not share it. -Bank,otp
1481,AXISBK,"₹5,120 debited from your account on 07/11. Ref: 20241107-AXIS. If not you, call 1800-419-0011",banking
1482,ZOMATO,Order #ZOM100482 confirmed. ETA 25 mins. Thanks for choosing Zomato!,promotion
1483,10DigitNo91,"Oi, u free tonight for chai? Msg me back pls. 🧡",personal
